Strike,Moneyness,Bid,Mid,Ask,Latest,Change,%Change,Volume,"Open Int","OI Chg",IV,Delta,Type,Time
"7,555.00",-0.33%,12.40,12.55,12.70,11.40,-9.00,-44.12%,"1,711",112,+90,10.48%,-0.3255,Put,05/29/26
"7,560.00",-0.26%,13.90,14.05,14.20,12.20,-10.10,-45.29%,"3,141",273,+223,10.38%,-0.3555,Put,05/29/26
"7,565.00",-0.20%,15.60,15.75,15.90,14.00,-10.40,-42.62%,"2,113",300,+285,10.30%,-0.3873,Put,05/29/26
"7,570.00",-0.13%,17.40,17.60,17.80,15.90,-10.24,-39.17%,"3,584",129,+110,10.21%,-0.4204,Put,05/29/26
"7,575.00",-0.07%,19.50,19.65,19.80,17.15,-12.86,-42.85%,"5,661",230,+168,10.14%,-0.4548,Put,05/29/26
"7,580.00",unch,21.70,21.90,22.10,19.20,-12.80,-40.00%,"8,111",73,+65,10.09%,-0.4900,Put,05/29/26
"7,585.00",+0.07%,24.10,24.30,24.50,21.20,-14.60,-40.78%,"4,226",58,+55,10.02%,-0.5256,Put,05/29/26
"7,590.00",+0.13%,26.80,27.00,27.20,24.60,-13.70,-35.77%,"3,376",253,+135,10.01%,-0.5613,Put,05/29/26
"7,595.00",+0.20%,29.60,29.80,30.00,26.10,-15.90,-37.86%,"1,471",29,+17,9.96%,-0.5969,Put,05/29/26
"7,600.00",+0.26%,32.70,32.90,33.10,30.19,-11.91,-28.29%,"4,158",148,+47,9.96%,-0.6313,Put,05/29/26
"7,605.00",+0.33%,35.90,36.25,36.60,33.00,-11.80,-26.34%,654,10,+10,10.01%,-0.6642,Put,05/29/26
"7,610.00",+0.39%,39.40,39.75,40.10,34.70,-19.28,-35.72%,467,101,+4,10.05%,-0.6959,Put,05/29/26
"7,615.00",+0.46%,42.80,43.45,44.10,39.50,-17.01,-30.10%,330,5,+4,10.12%,-0.7251,Put,05/29/26
"7,620.00",+0.53%,46.60,47.30,48.00,42.17,-18.93,-30.98%,128,9,+6,10.20%,-0.7525,Put,05/29/26
"7,625.00",+0.59%,50.70,51.35,52.00,47.51,-19.06,-28.63%,199,6,+3,10.33%,-0.7772,Put,05/29/26
"7,630.00",+0.66%,53.60,55.30,57.00,51.50,-29.20,-36.18%,118,11,+5,10.32%,-0.8028,Put,05/29/26
"7,635.00",+0.72%,57.80,59.55,61.30,52.84,-19.18,-26.63%,37,8,+8,10.44%,-0.8237,Put,05/29/26
"7,640.00",+0.79%,62.20,64.00,65.80,58.52,-19.93,-25.40%,95,6,+6,10.63%,-0.8411,Put,05/29/26
"7,645.00",+0.86%,66.80,68.55,70.30,59.80,-35.49,-37.24%,5,10,+10,10.86%,-0.8567,Put,05/29/26
"7,650.00",+0.92%,71.40,73.15,74.90,68.30,-16.40,-19.36%,109,33,+29,11.09%,-0.8697,Put,05/29/26
"7,655.00",+0.99%,76.20,78.20,80.20,73.37,-13.63,-15.67%,51,0,unch,11.67%,-0.8738,Put,05/29/26
"7,660.00",+1.05%,80.90,82.65,84.40,78.95,-9.05,-10.28%,156,16,+14,11.70%,-0.8886,Put,05/29/26
"7,665.00",+1.12%,85.70,87.75,89.80,85.30,+5.01,+6.24%,33,0,unch,12.32%,-0.8907,Put,05/29/26
"7,670.00",+1.19%,90.50,92.30,94.10,86.43,-12.87,-12.96%,3,5,+3,12.38%,-0.9030,Put,05/29/26
"7,675.00",+1.25%,95.40,97.20,99.00,92.53,-24.87,-21.18%,32,26,+25,12.76%,-0.9085,Put,05/29/26
"7,680.00",+1.32%,100.40,102.35,104.30,95.76,-0.72,-0.75%,40,3,unch,13.42%,-0.9081,Put,05/29/26
"7,685.00",+1.38%,105.40,107.40,109.40,0.00,unch,unch,0,0,unch,13.97%,-0.9099,Put,N/A
"7,690.00",+1.45%,110.20,112.20,114.20,108.35,+0.47,+0.44%,10,0,unch,14.22%,-0.9165,Put,05/29/26
"7,695.00",+1.52%,115.20,117.25,119.30,0.00,unch,unch,0,0,unch,14.76%,-0.9179,Put,N/A
"7,700.00",+1.58%,120.20,122.25,124.30,117.50,+2.60,+2.26%,23,73,unch,15.24%,-0.9202,Put,05/29/26
"7,705.00",+1.65%,125.10,126.95,128.80,0.00,unch,unch,0,0,unch,15.32%,-0.9284,Put,N/A
"7,710.00",+1.71%,130.10,132.20,134.30,125.44,+125.44,unch,1,1,unch,16.11%,-0.9251,Put,05/29/26
"7,715.00",+1.78%,135.10,137.20,139.30,0.00,unch,unch,0,0,unch,16.58%,-0.9269,Put,N/A
"7,720.00",+1.85%,140.00,141.90,143.80,136.01,-7.84,-5.45%,10,1,unch,16.63%,-0.9344,Put,05/29/26
"7,725.00",+1.91%,145.00,146.90,148.80,146.75,unch,unch,2,0,unch,17.08%,-0.9359,Put,05/29/26
"7,730.00",+1.98%,150.00,151.90,153.80,154.21,unch,unch,2,0,unch,17.53%,-0.9373,Put,05/29/26
"7,735.00",+2.04%,155.00,156.90,158.80,0.00,unch,unch,0,0,unch,17.98%,-0.9386,Put,N/A
"7,740.00",+2.11%,160.00,161.90,163.80,165.64,-2.72,-1.62%,4,0,unch,18.42%,-0.9399,Put,05/29/26
"7,745.00",+2.18%,165.00,166.85,168.70,0.00,unch,unch,0,0,unch,18.78%,-0.9420,Put,N/A
"7,750.00",+2.24%,170.00,172.05,174.10,172.73,+12.33,+7.69%,3,0,unch,19.53%,-0.9397,Put,05/29/26
"7,755.00",+2.31%,175.00,177.15,179.30,0.00,unch,unch,0,0,unch,20.12%,-0.9394,Put,N/A
"7,760.00",+2.37%,180.00,182.15,184.30,0.00,unch,unch,0,0,unch,20.56%,-0.9405,Put,N/A
"7,765.00",+2.44%,185.00,187.15,189.30,0.00,unch,unch,0,0,unch,21.00%,-0.9416,Put,N/A
"7,770.00",+2.51%,190.00,191.85,193.70,0.00,unch,unch,0,0,unch,20.95%,-0.9472,Put,N/A
"7,775.00",+2.57%,195.00,196.85,198.70,322.46,unch,unch,0,1,unch,21.38%,-0.9481,Put,05/21/26
"7,780.00",+2.64%,199.90,201.80,203.70,0.00,unch,unch,0,0,unch,21.72%,-0.9499,Put,N/A
"7,785.00",+2.70%,205.00,206.85,208.70,0.00,unch,unch,0,0,unch,22.23%,-0.9499,Put,N/A
"7,790.00",+2.77%,198.40,210.80,223.20,0.00,unch,unch,0,0,unch,20.45%,-0.9687,Put,N/A
"7,795.00",+2.84%,203.70,216.60,229.50,0.00,unch,unch,0,0,unch,22.61%,-0.9553,Put,N/A
"7,800.00",+2.90%,0.00,0.00,0.00,651.85,unch,unch,0,1,unch,0.00%,0.0000,Put,N/A
"7,805.00",+2.97%,213.90,225.85,237.80,0.00,unch,unch,0,0,unch,21.75%,-0.9693,Put,N/A
"7,810.00",+3.03%,0.00,0.00,0.00,0.00,unch,unch,0,0,unch,0.00%,0.0000,Put,N/A
"7,815.00",+3.10%,221.20,235.90,250.60,0.00,unch,unch,0,0,unch,22.66%,-0.9692,Put,N/A
"7,820.00",+3.17%,229.10,242.00,254.90,228.60,unch,unch,1,0,unch,25.43%,-0.9530,Put,05/29/26
"7,825.00",+3.23%,234.70,247.50,260.30,234.50,unch,unch,1,0,unch,26.72%,-0.9471,Put,05/29/26
"7,830.00",+3.30%,238.90,250.85,262.80,0.00,unch,unch,0,0,unch,23.68%,-0.9715,Put,N/A
"7,835.00",+3.36%,244.60,257.50,270.40,0.00,unch,unch,0,0,unch,27.56%,-0.9486,Put,N/A
"7,840.00",+3.43%,248.90,260.85,272.80,0.00,unch,unch,0,0,unch,24.44%,-0.9723,Put,N/A
"7,850.00",+3.56%,258.90,271.90,284.90,257.30,+257.30,unch,1,0,unch,27.69%,-0.9579,Put,05/29/26
"7,860.00",+3.69%,269.00,280.90,292.80,0.00,unch,unch,0,0,unch,26.10%,-0.9729,Put,N/A
"7,875.00",+3.89%,283.80,296.75,309.70,284.20,+284.20,unch,1,0,unch,29.38%,-0.9623,Put,05/29/26
"7,900.00",+4.22%,306.30,319.55,332.80,307.20,unch,unch,1,0,unch,0.00%,0.0000,Put,05/29/26
"7,925.00",+4.55%,333.40,345.80,358.20,332.20,unch,unch,1,0,unch,30.57%,-0.9782,Put,05/29/26
"7,950.00",+4.88%,358.40,370.80,383.20,357.30,unch,unch,1,0,unch,32.37%,-0.9793,Put,05/29/26
"7,975.00",+5.21%,383.80,395.95,408.10,382.20,+382.20,unch,1,0,unch,34.69%,-0.9784,Put,05/29/26
"8,000.00",+5.54%,408.80,420.95,433.10,409.10,-26.55,-6.09%,1,5,+1,36.47%,-0.9793,Put,05/29/26
"8,025.00",+5.87%,433.80,445.90,458.00,432.30,unch,unch,1,0,unch,38.04%,-0.9807,Put,05/29/26
"8,050.00",+6.20%,458.40,470.70,483.00,0.00,unch,unch,0,0,unch,38.93%,-0.9837,Put,N/A
"8,075.00",+6.53%,483.40,495.75,508.10,0.00,unch,unch,0,0,unch,40.85%,-0.9838,Put,N/A
"8,100.00",+6.86%,507.70,520.60,533.50,505.80,unch,unch,1,0,unch,41.81%,-0.9865,Put,05/29/26
"8,200.00",+8.18%,608.10,621.95,635.80,607.50,unch,unch,1,1,unch,53.90%,-0.9762,Put,05/29/26
"8,300.00",+9.50%,708.30,720.70,733.10,0.00,unch,unch,0,0,unch,55.26%,-0.9881,Put,N/A
"8,400.00",+10.82%,809.20,821.15,833.10,"1,166.90",unch,unch,0,1,unch,64.00%,-0.9857,Put,N/A
"8,600.00",+13.46%,"1,009.10","1,021.10","1,033.10","1,008.90",unch,unch,1,0,unch,76.06%,-0.9882,Put,05/29/26
"8,800.00",+16.09%,"1,208.10","1,220.55","1,233.00","1,210.10",-24.57,-1.99%,1,1,+1,83.63%,-0.9930,Put,05/29/26
"9,000.00",+18.73%,"1,408.80","1,420.85","1,432.90",0.00,unch,unch,0,0,unch,97.29%,-0.9918,Put,N/A
"9,200.00",+21.37%,"1,609.10","1,621.05","1,633.00",0.00,unch,unch,0,0,unch,109.72%,-0.9916,Put,N/A
"9,400.00",+24.01%,"1,807.00","1,819.95","1,832.90","1,808.70",unch,unch,1,0,unch,102.34%,-0.9991,Put,05/29/26
"9,600.00",+26.65%,"2,009.60","2,022.55","2,035.50","2,009.20","+2,009.20",unch,1,0,unch,140.80%,-0.9874,Put,05/29/26
"9,800.00",+29.29%,"2,208.70","2,220.80","2,232.90",0.00,unch,unch,0,0,unch,137.85%,-0.9942,Put,N/A
"Downloaded from Barchart.com as of 05-30-2026 06:33am CDT"
